account_id,Day,Month,Year,amount_trans,balance,k_symbol,operation,type_trans,status
1787,22,03,93,0.012585812356979404,0.16838907859901012,2,3,0,1
1787,21,04,93,0.11327231121281464,0.20786863437026318,2,3,0,1
1787,21,05,93,0.06636155606407322,0.23099807108473466,2,3,0,1
1787,20,06,93,0.03775743707093821,0.24415792300848568,2,3,0,1
1801,13,02,93,0.008009153318077803,0.16679394503249484,2,3,0,0
1801,28,02,93,3.3180778032036615e-05,0.16680550975085207,7,0,0,0
1801,28,02,93,0.21707093821510298,0.24246269481067156,2,3,0,0
1801,15,03,93,0.04233409610983982,0.2572176803009379,2,3,0,0
1801,16,03,93,0.0957437070938215,0.2905878745124374,2,3,0,0
1801,20,03,93,0.41846681922196793,0.43643891216676156,2,3,0,0
1801,31,03,93,0.0019096109839816934,0.43710448164739013,7,0,0,0
1801,07,04,93,0.23526315789473684,0.5191023226341078,2,3,0,0
1801,13,04,93,0.36003432494279175,0.6445874924779482,2,3,0,0
1801,13,04,93,0.6212814645308924,0.4280481108234996,2,4,2,0
1801,14,04,93,0.2608695652173913,0.33712549753212895,2,4,2,0
1801,24,04,93,0.06441647597254005,0.35957700248083146,2,3,0,0
1801,28,04,93,0.3214530892448513,0.4716151963589481,2,3,0,0
1801,30,04,93,0.002768878718535469,0.47258025216668986,7,0,0,0
1801,30,04,93,0.06486270022883295,0.4499732216952521,2,4,1,0
1801,30,04,93,0.00016704805491990846,0.4499149993200743,6,4,2,0
1801,05,05,93,0.010938215102974828,0.44610263009610274,3,1,2,0
1801,06,05,93,0.40854691075514876,0.5884962157450051,2,3,0,0
1801,09,05,93,0.039118993135011444,0.5748618115852158,0,1,2,0
1801,12,05,93,0.04767734553775744,0.5582445076560428,5,1,2,0
1801,14,05,93,0.4244851258581236,0.4102958693617511,2,4,2,0
1801,25,05,93,0.06521739130434782,0.3875652160389085,2,4,2,0
1801,31,05,93,0.0034713958810068646,0.38877512484911025,7,0,0,0
1801,31,05,93,0.00016704805491990846,0.3887169024739325,6,4,2,0
1801,03,06,93,0.09168192219679634,0.3567623893027152,2,4,1,0
1801,04,06,93,0.18192219679633867,0.29335583003373306,2,4,2,0
1801,05,06,93,0.010938215102974828,0.28954346080976157,3,1,2,0
1801,09,06,93,0.039118993135011444,0.27590905664997223,0,1,2,0
1801,12,06,93,0.04767734553775744,0.25929175272079935,5,1,2,0
1801,13,06,93,0.0011441647597254005,0.25889296932917055,2,4,2,0
1801,23,06,93,0.11561784897025172,0.2991900310532627,2,3,0,0
1801,27,06,93,0.07551487414187642,0.27287032720576065,2,4,2,0
1801,30,06,93,0.0014588100686498855,0.27337877603008737,7,0,0,0
1801,30,06,93,0.00016704805491990846,0.2733205536549096,6,4,2,0
1801,05,07,93,0.010938215102974828,0.26950818443093805,3,1,2,0
1801,07,07,93,0.3337643020594966,0.38583728760298075,2,3,0,0
1801,09,07,93,0.039118993135011444,0.37220288344319147,0,1,2,0
9188,08,02,93,0.009153318077803204,0.16719272842412367,2,3,0,0
9188,07,03,93,0.1454233409610984,0.21787809750014653,2,2,0,0
9188,10,03,93,0.04233409610983982,0.23263308299041283,2,3,0,0
9188,31,03,93,0.0005560640732265446,0.23282689171874443,7,0,0,0
9188,31,03,93,0.0005823798627002288,0.2330298724650835,7,0,0,0
9188,07,04,93,0.1454233409610984,0.2837152415411064,2,2,0,0
9188,09,04,93,0.02745995423340961,0.2741444401420147,2,4,2,0
9188,30,04,93,0.000919908466819222,0.2744650619888843,7,0,0,0
9188,30,04,93,0.0011830663615560641,0.27487700523243686,7,0,0,0
9188,07,05,93,0.1454233409610984,0.3255623743084597,2,2,0,0
9188,09,05,93,0.11670480549199085,0.28488646836232023,2,4,2,0
9188,31,05,93,0.0010217391304347826,0.28524258193104474,7,0,0,0
9188,31,05,93,0.0014073226544622426,0.2857326867193566,7,0,0,0
9188,07,06,93,0.2181350114416476,0.3617607403333909,2,2,0,0
9188,08,06,93,0.16933638443935928,0.3027407983723257,2,4,2,0
9188,30,06,93,0.0012082379862700227,0.30371941281538284,7,0,0,0
9188,30,06,93,0.00159954233409611,0.30329829755382276,7,0,0,0
9188,07,07,93,0.09080091533180779,0.3224941348932676,5,1,2,0
9188,07,07,93,0.1454233409610984,0.3544047818914057,2,2,0,0
